,cDLBCL_2,cDLBCL_3,cDLBCL_4,cDLBCL_5,cDLBCL_6,cDLBCL_7,cDLBCL_8,cDLBCL_9,cDLBCL_11,cDLBCL_12,cDLBCL_13,cDLBCL_14,cDLBCL_15,cDLBCL_16,cDLBCL_17,cDLBCL_18,cDLBCL_19,cDLBCL_20,cDLBCL_21,cDLBCL_22,cDLBCL_23,cDLBCL_24,cDLBCL_25,cDLBCL_26,cDLBCL_27,cDLBCL_28,cDLBCL_29,cDLBCL_30,cDLBCL_31,cDLBCL_32,cDLBCL_33,cDLBCL_34,cDLBCL_35,cDLBCL_36,cDLBCL_37,cDLBCL_38,cDLBCL_39,Ctrl_1,Ctrl_2,Ctrl_3,Ctrl_4,Ctrl_5,Ctrl_7,Ctrl_8
GT_CpG_104:chr12:26141634-26142714_18042,1.615427844,1.153060068,1.254495645,0.791820976,1.082302618,1.169944422,1.431911868,0.668118727,1.614861552,1.338371636,0.69601771,1.476572937,1.499858682,1.172738009,1.251456135,1.261875581,0.469311628,1.287595701,1.578764125,1.258945908,1.107477124,1.102999651,0.860083028,1.010996603,1.49689597,1.246168052,1.343907015,1.197211849,1.502533734,1.179029743,0.973349963,1.245179051,1.326003678,1.241769222,1.216421543,1.254921695,1.07296785,-0.51268752,0.210469183,0.020184735,-0.827280833,-1.262293584,-0.597056511,-0.1708466
GT_CpG_104:chr12:57092546-57093912_18142,0.827302132,0.74378292,0.249956733,-0.031973951,0.650818032,-0.014922524,0.958826145,0.835370129,0.410192424,0.616100373,0.920347828,0.996716963,1.166967173,0.119958685,1.123861527,0.89621655,0.390083444,0.808836042,0.924852864,0.333697142,0.726448526,0.361842778,0.347957971,0.897840178,1.014421748,0.386150295,0.736210346,0.709126216,0.263926184,1.013579041,0.266281066,0.006718835,0.681185492,0.714537326,0.968696104,0.516946744,0.541900844,-1.141820749,-0.824222772,-0.710345504,-1.152109052,-1.617185984,-1.548167833,-1.258583049
GT_CpG_104:chr14:40418073-40419639_18218,0.801176807,0.935490851,1.022574162,-0.116267975,0.328468344,0.510655922,1.153595616,0.287913542,0.626198471,0.30322915,0.805372708,-0.496943606,0.839442511,0.273811374,0.923755853,0.599040554,0.722685502,0.775061749,1.184117297,1.059926046,0.952897344,0.217833691,0.854350714,1.209749239,0.656122273,1.167656875,0.783848432,0.531006134,1.053652302,0.661007023,0.850305601,0.479131737,0.468992783,0.830552832,0.989282818,0.78570166,0.314289797,-0.438236758,-0.035464191,-0.203572223,-0.026727047,-1.259663993,-0.418293178,-0.030427492
GT_CpG_104:chr17:36336270-36337614_18650,-0.400741695,-0.234247573,0.655690311,-0.790373305,-1.239759374,0.542632015,-0.961373145,-0.411927951,0.84120937,-0.448608146,0.848046383,0.952771228,1.143485633,0.133352883,0.374164171,-0.400691377,0.199967444,-0.291606891,1.439911248,-0.063965274,0.807230228,-0.00292419,0.560251041,0.08016638,-0.32654255,0.231036025,0.502430311,0.128810452,0.294652066,0.924990966,0.754232605,0.56751684,-1.427465109,-0.805864726,-0.246402495,0.424382542,0.311266018,-1.408562188,-0.883413389,-1.138776858,-1.204487551,-1.503245441,-1.168421461,-0.925952965
GT_CpG_104:chr20:27869265-27870851_56353,1.454026541,1.720779131,1.810960441,0.770113274,0.822320662,1.371813027,1.547032843,1.485813203,1.665319725,1.390111652,1.326349668,1.57486102,1.634220802,1.380228494,1.362486932,1.710030037,1.192607986,1.516008244,1.44763456,1.650281238,1.207878255,1.458073601,1.231786897,1.411817937,1.629308361,1.547588143,1.46423396,1.409103146,1.454241094,1.49170492,1.063116593,1.152491394,1.215117434,1.555503512,1.458626531,1.529140127,1.354598322,0.086659913,0.131024069,0.554840651,-0.137744443,-1.061104427,-0.026638178,0.299446056
GT_CpG_104:chr30:27956427-27957615_19833,0.829948164,1.612585885,0.610893485,0.406608183,0.222137182,0.978261437,1.651364335,-1.159849455,0.674865786,0.558526745,0.649757856,0.652312956,1.194888957,0.559659028,0.477240411,-1.162375914,0.831455817,1.414789422,1.620873117,0.543532275,-0.294232125,0.461661962,0.249281027,1.168397486,1.109108294,1.27801195,0.497495687,0.119989599,1.565250292,1.216517911,1.339658632,-0.069697423,1.494203474,0.671910088,0.944185559,1.051849723,1.36743434,-1.285197453,-0.390276552,-0.665866959,-0.628448974,-1.440596321,-0.816388779,-0.649976577
GT_CpG_104:chr31:35967502-35968806_19866,0.881987799,1.156223135,1.024899433,0.196064981,0.451009526,1.251980532,1.306055657,0.23583779,1.046235149,1.108490629,1.222412663,1.259129875,1.330051582,0.66633276,0.90161819,1.179277997,0.886816123,0.802095159,1.373404782,0.873149844,1.146022919,0.73896304,0.585181968,1.042675053,0.729525296,0.610595591,0.852347684,1.074312271,1.137811802,0.652716196,0.777802102,0.572053431,0.811917869,1.022927601,0.746211696,1.029976994,0.711717568,-0.153434746,0.216965473,0.040919261,-0.249930951,-0.854041512,-0.278632261,0.183718969
GT_CpG_104:chr4:20661473-20663036_20463,0.050688207,0.844632921,1.077253304,-0.009300473,0.242977454,1.18326143,1.003346863,0.138364824,0.643948681,0.768241096,0.677064848,0.828007637,1.325627754,0.598133603,-0.684529298,1.210685232,0.606008343,0.914267151,1.060425582,0.870924824,0.785244931,0.652467565,-0.168616022,0.546576221,0.946080087,-0.28789972,0.148497313,0.760260899,0.961479219,0.103185578,-0.299582739,-0.01972532,0.300858953,-0.072083903,0.269575239,0.154485605,0.685649486,-0.677755529,-0.493457915,-0.534094766,-0.8940568,-1.054214362,-0.753812569,-0.280999087
GT_CpG_104:chr6:20615725-20616972_20873,1.17537741,1.016642511,1.267935949,0.711131493,0.44779075,1.49436993,1.344048612,1.171802402,1.409717978,1.014119328,1.266404936,1.271732011,1.451627783,1.059664723,0.492778329,1.231276852,0.971594376,1.207310414,1.519647265,1.096897698,0.710994239,1.00285895,0.771199656,0.71980196,1.012778613,1.022738334,1.053823796,1.327920136,1.336962249,0.903082638,0.956005749,0.948364304,1.261399205,0.831065575,1.024650442,1.158644964,0.998857907,-0.234815701,0.191276513,0.148855522,0.1478704,-0.751027973,0.227404598,0.377945308
GT_CpG_104:chr6:38564431-38565630_20898,0.884668566,1.059279343,0.482613429,-0.760766697,-0.560821751,0.813352287,1.221075809,0.360016664,-0.2682896,0.544822336,0.455022826,0.607706483,1.397720474,0.937836646,0.16157186,0.799284358,0.754784117,1.168721738,1.563118652,0.769273915,0.452167968,0.472894836,0.223882052,0.530458541,0.616774374,0.713939222,0.803053476,1.188445015,1.027201307,1.221735062,0.95883496,-0.437414324,0.898421975,0.382590594,0.577290798,0.092921495,1.057558543,-1.361580271,-0.904920451,-1.176658908,-1.345490493,-1.416074343,-1.108568045,-1.296113068
GT_CpG_105:chr1:82546753-82548003_23056,1.274544433,0.743207898,0.689506001,0.022988309,-0.495877082,1.137749909,0.965908135,-0.248002016,0.509838911,-0.856803447,0.253896948,0.008102845,1.174145838,0.838743068,-0.016690004,0.795421755,0.992328628,0.894526524,1.202544873,0.952281339,0.11762946,0.356211878,0.804947384,0.896461495,0.864173822,0.512114785,0.887891152,0.365972627,1.254877879,0.306374059,0.867179738,0.063949936,0.705417508,1.036199492,0.897521711,1.304518509,0.462920032,-1.235633999,-0.360597702,-0.757477081,-1.13801356,-1.54971516,-0.744140652,-0.779692309
GT_CpG_105:chr10:24218487-24219980_21944,0.291287288,0.35229151,1.316795286,-0.30980176,1.196280299,0.942699602,0.329026022,0.051748384,-0.464916554,0.378380413,0.703496617,1.075768752,1.40044569,0.894558273,0.941789315,1.312509156,0.981720179,1.143101348,1.57443787,0.668075517,1.072618153,0.022914506,0.245266729,-1.2463431,0.515468232,0.547043198,-0.170991497,0.957700063,1.060524737,1.456952513,0.895806799,-0.645231771,0.922680058,0.512412032,1.052493742,0.816596717,1.14014965,-0.835261468,-0.523641982,-0.74060698,-0.91761225,-1.342091212,-0.894592673,-0.900374434
GT_CpG_105:chr19:18207321-18208563_22759,-0.258643541,-1.807178262,0.271815115,-0.678854879,-0.066210761,0.308370247,-0.277384678,-0.313713459,0.010589978,-0.06174376,-0.224050071,-0.072649238,0.083205247,-0.883878101,-0.413250696,-0.161853375,-0.503033241,0.054293636,0.371649007,-0.552715739,0.840625312,-0.643407119,-0.026247776,-0.30891039,-0.093851651,0.219300948,0.784666578,-0.381087031,0.468058081,-0.441389228,0.101830288,-1.150602084,0.18285975,-0.615448571,-1.454760426,0.721258631,0.004286457,-1.220806598,-1.063406211,-1.12222853,-1.491139896,-1.235941877,-1.402868118,-1.419367227
GT_CpG_105:chr28:27994774-27996019_23862,0.37407508,1.650404854,0.52057483,0.474783737,0.474308326,1.434983235,1.079928956,-0.061362327,1.07543812,0.558921858,0.951003464,0.97013214,0.874217878,0.987556019,1.188464228,1.289402572,1.013830947,0.317208787,1.309473857,0.437455565,0.656174448,0.493298757,0.880028199,1.393577964,1.170520407,0.931728611,0.778424657,1.045344333,0.924573875,0.873884529,0.52115115,-0.525424261,1.446877941,0.721869443,1.078722834,0.69353208,0.554991171,-0.520815148,-0.525360497,-0.453162375,-1.124146556,-1.070689724,-1.55027064,-1.010221061
GT_CpG_105:chr3:33641369-33642613_24769,1.355879065,1.428586135,1.195114532,1.180955633,1.330461695,1.581602092,1.455751322,0.5823309,1.66624197,1.587594007,1.12585117,1.73721018,1.32544521,1.514315025,1.313644051,1.201177085,1.043933551,0.974470932,1.365803945,0.874373296,-0.15684307,1.05560528,0.598899309,0.954321555,1.541565968,1.559547706,1.275407494,1.210484475,1.246353384,0.864860077,0.869909061,1.172447814,1.209374971,1.440529365,1.423358033,1.569112662,1.344950304,-0.098101252,0.083268798,0.122400228,-0.321175896,-0.734839048,0.050911264,0.213231776
GT_CpG_105:chr30:4625235-4626925_24380,1.199362483,1.638247459,1.567848488,0.698641249,1.056550687,1.508493795,1.456139961,1.627243482,1.050440197,0.791019322,1.341890078,1.20662102,1.830034137,1.590355459,1.007496723,1.691504381,1.014903434,1.177716074,1.665493696,1.181433757,1.036662303,1.241023052,1.19478615,1.472523274,1.637343225,1.704587517,1.163339343,1.345250083,1.523622197,1.552581595,1.269157578,1.264962068,1.359809938,0.381548978,0.995015055,1.298421536,1.162545757,-0.256468099,-0.087398339,0.473871276,-0.163111011,-0.83786423,0.124814337,0.544646494
GT_CpG_105:chr32:4443917-4445389_24418,0.594238771,-0.085103372,-0.133828565,0.316275176,0.215251193,0.825954476,0.68968727,0.526096961,0.956131674,-0.255265783,0.906624692,-0.291842372,-1.220924427,0.702578686,0.372784843,0.613319829,-0.520307244,0.534891975,1.128153579,0.196255268,0.669189529,0.972335103,0.720489068,0.83394508,0.731089967,0.599747484,0.212863286,0.754846044,0.320935284,0.889122165,0.310139092,0.323828472,0.462515175,1.082048633,0.947826097,0.601091377,0.610354044,-1.06055796,-0.554939404,-0.723723139,-0.383135587,-0.45791115,-1.189350431,-1.073041576
GT_CpG_105:chr4:37286598-37288263_24845,0.277408387,0.122025837,0.609800891,-0.531061359,-0.008686768,0.338329807,0.44898721,-1.118201563,-0.278730561,-0.409192253,0.563015291,0.222350865,1.267793935,0.770976718,0.064341043,0.671673203,0.614229693,0.836462778,0.957275579,0.191494269,-0.205144608,-1.066189068,0.210817661,0.455470299,0.958875351,0.639367871,0.337089871,0.588144127,0.923698778,0.640968855,-0.009318034,-1.308593608,0.362703101,0.401567686,0.30504583,0.693481073,0.763543616,-1.62786034,-1.352643174,-1.396126774,-1.721113056,-2.179738974,-1.749158247,-1.538299337
GT_CpG_106:chr10:19859113-19860343_26673,-2.740543524,-2.645400622,-2.624141725,-2.677913081,-2.328122043,-2.834916384,-2.940267943,-2.75085799,-2.509845729,-2.611549079,-2.344021982,-2.457939959,-3.307175314,-2.472762054,-2.789272962,-3.436962566,-2.347628213,-0.759346219,-3.23403399,-2.36512937,-2.932630608,-2.104290872,-2.682281129,-2.823202661,-2.929887373,-2.713151467,-2.562895196,-2.959337713,-0.861112632,-2.922917785,-2.767326257,-2.563799277,-3.0768777,-2.895756768,-2.266588393,-2.6892297,-2.661301186,-1.961624048,-1.342309752,-1.365092912,-1.358831846,-1.415103975,-0.846732586,-0.825104023
GT_CpG_106:chr20:396589-398126_27989,1.462305542,1.441037625,1.512412749,0.69013056,1.009390105,1.678502113,1.379899117,1.07222801,1.206419223,1.037971534,1.236688604,1.323070188,1.494572923,1.323373442,1.22951193,1.51055447,0.882701205,1.296759975,1.521099106,1.192832186,1.075350553,1.249573061,0.764958744,1.229419648,1.452436436,0.979682958,1.219650846,1.324166595,1.397540634,1.385955514,1.172263513,1.08431774,1.379324992,1.347314542,1.131944418,1.302900994,1.042113129,-0.147532083,-0.098616795,0.121471259,-0.309935329,-0.746854987,-0.191140321,0.008143205
GT_CpG_106:chr20:51037460-51038900_28165,1.676485113,1.953986463,1.687683786,0.806228674,0.141273885,1.140176072,1.696552402,1.644214647,1.607154421,0.976743498,1.559698472,1.103877863,1.858578233,1.196959792,1.146803018,1.275830111,1.19355645,1.490288786,1.899731792,1.205572998,0.961418228,1.470699746,-0.226908904,1.772270134,1.349300806,2.01451453,1.363497676,1.460054938,1.322464184,1.50763811,1.423145978,0.906644248,1.245426918,1.563254881,1.393502246,1.71516528,1.341003683,-0.420986177,-0.111882727,0.207953878,-0.69069311,-1.318927824,-0.34569578,0.208654452
GT_CpG_106:chr26:5908271-5909474_28616,-0.082341822,-0.931929126,-0.946138314,0.729866259,-0.640989261,-0.70745381,1.378669769,-0.481860316,-0.136028289,-0.697146768,0.647531224,0.664787538,-0.108524005,-0.193928176,0.757926407,-1.372496488,0.250971016,0.498856852,-0.00995888,0.673181851,-0.171616083,-0.31560611,-0.616774951,-1.014554066,-1.074048652,-0.353980064,-0.98778697,-1.378793702,0.301012927,1.444058898,-0.062350774,0.087775953,0.268604484,-0.910089942,-0.43140056,-0.492417298,0.49112556,0.93990695,0.992016535,1.04214198,0.873082798,0.420492025,1.161495176,1.465170251
GT_CpG_106:chr35:10568877-10570295_29362,1.445826462,1.611266255,1.264331376,0.971044588,1.242557942,1.482186554,1.176314238,1.194910722,1.431394525,1.401200102,1.249211113,1.272343451,1.129670549,1.256538219,1.040913929,1.300166765,1.040492755,0.851353551,1.403423513,0.936467717,1.120891071,1.092969738,1.210229182,1.413894097,1.403818559,1.195164876,1.150127028,1.426251042,1.18332864,1.355840398,1.206101195,0.761403573,1.399391735,1.240721471,1.505964882,1.732816326,1.244284438,0.324320393,0.37587574,0.567352143,-0.109882132,-0.360679255,-0.073324461,0.296087859
GT_CpG_106:chr7:28136353-28137689_30089,0.09791038,1.345413787,0.34541336,-0.288021937,0.602916042,0.835174272,0.520944721,0.008190284,0.123939473,0.182281156,-0.231721807,0.570659231,0.484014773,-0.296307767,-0.189587355,0.930639013,0.030960048,0.1656746,0.612799176,-0.213748639,0.318372154,-0.296886797,0.398321706,0.982568894,0.572417052,-0.041069008,0.080750187,0.448179445,0.577052913,0.407442812,0.557504479,0.276380548,0.531392158,0.216070415,1.163542193,0.866716894,0.402857163,-0.896312355,-1.143230039,-0.323822999,-1.227143839,-0.77919112,-1.235490459,-0.911910215
GT_CpG_106:chr7:33835236-33836356_30118,0.978805652,0.983484918,-1.571096147,-0.481930956,0.23453966,0.925206528,0.925509625,-2.40970531,-0.014956873,-1.495345277,-0.015180716,-1.543527156,0.89380806,-0.924261743,0.111892259,0.143358211,-0.325042125,1.300728512,1.722882087,1.196531726,-0.104736703,-0.194669507,0.062432778,0.163351556,0.799525961,0.539913541,0.073828433,-0.567329952,0.479631819,-0.268160981,0.36345127,-0.563396153,0.486122906,0.399769686,-0.673900488,0.780110631,1.12532858,-2.099779064,-1.6893051,-1.54315267,-1.740882987,-2.406144385,-2.147575857,-1.856814323
GT_CpG_107:chr14:8322348-8323553_32054,-0.208026165,0.519540792,0.098381129,0.465064312,0.643492931,1.305340667,0.685397736,0.987953831,-0.205055788,0.018237201,1.030754375,0.884247998,-0.607238446,0.038851972,-0.444137058,1.142708257,0.130282752,0.497939821,1.503958068,0.432552908,-0.714324341,0.618294619,0.085331923,0.388328614,0.980638498,0.160491367,0.772829793,0.691524296,1.288981032,1.381815463,1.10424209,-0.311960732,1.009679677,0.660919507,0.877422812,1.279252775,0.477163069,-0.791394909,-1.020212588,-0.996073571,-1.102839177,-1.238261245,-0.862472876,-0.905944656
GT_CpG_107:chr17:59002102-59003138_32314,0.742935725,1.008476612,0.624434551,0.546061953,0.433427345,1.109173875,0.372495081,-0.016686032,0.800609132,0.645473901,0.456300019,0.385781547,0.724063284,0.871063051,0.045761797,0.947530057,0.283727989,0.580309353,0.330569184,0.78999163,0.151265342,0.459666013,0.489959794,0.820031288,0.846231633,0.740792861,0.836878328,0.709168188,0.876727376,0.985868265,0.547107788,0.549694608,0.787505801,0.655217436,0.924483196,0.779977912,0.995473991,-0.589297234,-0.661480082,-0.826432692,-1.333535436,-1.242919164,-1.171010995,-1.260182582
GT_CpG_107:chr36:15970695-15972108_34138,0.778272883,1.2803323,1.175688931,0.95883496,0.978430083,1.466273735,0.999370965,1.031898916,1.049222411,0.875230725,0.993900957,1.239279065,0.919668543,0.962005264,0.935637936,1.150818361,0.690722223,0.963680166,0.845832492,1.138521473,0.708118592,0.826425393,0.90545166,0.922343659,1.377383466,1.00141559,0.911227394,1.137719644,0.319026944,1.151215374,0.681204622,0.071332089,1.064249297,0.606892773,1.639522261,1.177149839,0.885728312,-0.808025987,-0.785494774,-0.478849261,-1.130680332,-1.080499483,-1.550756976,-1.414233322
GT_CpG_107:chr5:22228790-22229735_51486,1.502665228,0.448489992,1.296360661,0.020623329,0.360773874,1.323248254,1.141797062,0.144222288,0.637500933,0.893273224,1.427255025,1.616692348,1.338963618,1.210844559,0.974644601,1.075601217,1.211840896,1.088655344,1.602219561,0.989496555,0.957983431,0.420887112,1.404932137,1.14726839,0.793632654,0.649597103,0.854743778,0.965266852,1.611513512,-0.466268239,0.96485588,0.956220049,1.193248663,1.209929011,1.314646612,0.967315483,1.005177728,-0.373550918,-0.159383032,-0.0809176,-0.673153349,-0.93022795,-0.579218091,-0.185554045
GT_CpG_107:chr5:48884051-48885588_34552,1.306280711,0.940147486,0.863682964,0.467338715,0.715416046,0.577290798,0.262582011,0.14424289,0.711599703,0.277885015,0.699303481,0.549396662,-0.367896417,0.345197139,0.193113469,0.655090492,0.524560228,0.679638686,0.683536281,0.660546346,0.172193535,0.880512322,0.100999739,0.918271293,1.257207434,0.393075737,0.626513732,0.794545029,0.471213134,0.741691349,0.7280692,0.618987468,1.142082942,0.528092278,0.856306887,0.643487389,0.778319338,-0.425455368,-0.184432679,-0.294741303,-0.47284241,-0.23253717,-0.527122643,-0.644835155
GT_CpG_107:chr8:51868201-51869752_35069,1.471884144,1.481932495,0.739891446,0.43509608,1.118995803,1.781177905,0.297663892,0.118906349,1.259503024,1.124546864,1.254302486,1.21617921,0.880189967,-0.302358102,0.969557816,1.239672264,1.153617337,0.717639321,1.295554955,1.013826967,0.68248941,1.000169545,0.967300254,1.267993797,1.193310082,0.667235615,1.090380762,1.161292527,1.197877779,1.088754329,0.999288463,0.061053024,1.023797233,0.98876718,1.220739436,1.296298021,0.60053949,-0.449752445,-0.680629914,-0.629935333,-1.260304211,-1.656733079,-1.404652305,-1.18744949
GT_CpG_108:chr23:18930219-18931441_37089,1.552804354,1.486153171,1.609663687,1.113138765,1.503950446,1.833836436,1.626318697,1.209770381,1.644134429,1.347724001,1.564901534,1.708029703,1.596277841,1.499443293,1.300723131,1.485795896,1.282393499,1.298125629,1.857372844,1.434375321,1.122396043,1.344193552,0.885533757,1.451987536,1.543901214,1.414029071,1.383778654,1.407168201,1.46048851,1.574582722,1.221452766,1.266804975,1.262388761,1.261800512,1.222457301,1.19515695,0.877103552,-0.204012807,0.075945819,0.190702427,-0.748390462,-1.281973646,-0.69918969,-0.073390614
GT_CpG_108:chr3:62753443-62754803_38165,0.225368779,-0.126548494,-0.043267935,-0.509949924,-0.992835971,-0.16641126,0.746067078,-1.940666743,0.072732158,-0.576887209,-0.763886786,-2.1164355,-0.056825238,0.567376327,-0.556365446,-0.43025896,-0.848691783,0.861805263,0.301184369,-0.196710759,-1.816626213,-0.887786733,-1.610032818,0.538973623,0.715344465,-0.073368643,-0.962738878,0.184481551,0.649478837,-0.225490586,-0.538348209,-0.067642713,0.772480706,-0.047021372,0.530287943,0.564776983,0.413189629,-1.765337278,-1.773036169,-1.252650057,-2.384600181,-2.575185273,-2.505620653,-2.296134732
GT_CpG_108:chr6:7697097-7698471_38648,-0.337481505,-0.555360606,-0.134403575,1.002519368,-0.168513992,-0.274327094,-0.01336401,0.897114808,-0.937540402,-0.945579698,0.412072481,0.115330424,-0.533424872,-0.256969623,-0.250495157,-0.86880829,0.38113633,0.172864148,0.099217466,-0.016988295,-0.247352091,0.123881274,0.992262822,0.909711494,-0.039883482,1.117940814,0.126085676,0.732731323,-0.373944361,1.584257613,1.015439455,0.036438509,-0.516429845,-0.157841915,-0.289694959,-0.333417459,1.059825525,1.249122264,1.453079447,1.470875698,1.498224908,1.607561799,1.503006325,1.468853012
